tmdb_id,name,original_name,popularity,vote_average,vote_count,release_date,origin_country,genre_ids,overview,poster_path,fetched_at
151357,Puella Magi Madoka Magica,Puella Magi Madoka Magica,20.28,7.1,5584,2011-09-01,"[""Japan""]",[18],"One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls.",,2026-05-17T16:57:37.688724
151358,Somewhere Only We Know,Somewhere Only We Know,44.79,8.1,2314,2019-09-01,"[""China""]",[18],A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,,2026-05-17T16:57:37.688866
151359,The Alcàsser Murders,The Alcàsser Murders,16.74,4.5,2621,2019-09-01,"[""Spain""]",[18],New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,,2026-05-17T16:57:37.688995
151360,Unit 42,Unit 42,11.21,4.6,11060,2017-09-01,"[""Belgium""]",[18],A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.,,2026-05-17T16:57:37.689144
151361,Awake: The Million Dollar Game,Awake: The Million Dollar Game,44.8,7.3,5681,2019-09-01,"[""United States""]",[10764],"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",,2026-05-17T16:57:37.689289
151362,Black Spot,Black Spot,165.03,4.7,3529,2019-09-01,"[""France""]",[18],A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.,,2026-05-17T16:57:37.689420
151363,El desconocido,El desconocido,269.08,6.1,5893,2019-09-01,"[""US""]",[18],"Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",,2026-05-17T16:57:37.689576
151364,Girlfriends' Guide to Divorce,Girlfriends' Guide to Divorce,358.99,5.5,3791,2019-09-01,"[""United States""]",[18],"After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée.",,2026-05-17T16:57:37.689720
151365,Leila,Leila,350.78,5.7,7019,2019-09-01,"[""India""]",[18],"In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago.",,2026-05-17T16:57:37.689862
151366,Marlon,Marlon,121.58,7.3,887,2018-09-01,"[""United States""]",[18],"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids.",,2026-05-17T16:57:37.689987
151367,Marvel's Jessica Jones,Marvel's Jessica Jones,378.18,5.4,5404,2019-09-01,"[""United States""]",[18],"Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.",,2026-05-17T16:57:37.690138
151368,Yankee,Yankee,139.35,5.5,2239,2019-09-01,"[""Mexico""]",[18],"On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking – with the help of modern technology.",,2026-05-17T16:57:37.690279
151369,Jinn,Jinn,246.32,7.3,1635,2019-09-01,"[""Jordan""]",[18],"On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground.",,2026-05-17T16:57:37.690410
151370,Upin & Ipin,Upin & Ipin,40.27,6.6,7755,2011-09-01,"[""Malaysia""]",[18],Two mischievous yet lovable five-year-old twins and their friends enjoy daily life and new discoveries with the residents of their Malaysian village.,,2026-05-17T16:57:37.690533
151371,Designated Survivor,Designated Survivor,187.04,5.4,2165,2019-09-01,"[""United States""]",[18],America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.,,2026-05-17T16:57:37.691185
151372,Super Monsters Monster Pets,Super Monsters Monster Pets,70.53,5.7,1490,2019-09-01,"[""United States""]",[18],The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!,,2026-05-17T16:57:37.691428
151373,Tales of the City,Tales of the City,41.92,7.4,4192,2019-09-01,"[""United States""]",[18],"Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane.",,2026-05-17T16:57:37.691639
151374,Black Mirror,Black Mirror,262.08,4.9,960,2019-09-01,"[""United Kingdom""]",[18],"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",,2026-05-17T16:57:37.691827
151375,Documentary Now!,Documentary Now!,365.17,7.6,6015,2019-09-01,"[""United States""]",[18],"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line.""",,2026-05-17T16:57:37.691980
151376,Malibu Rescue: The Series,Malibu Rescue: The Series,69.14,8.7,7333,2019-09-01,"[""United States""]",[18],"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",,2026-05-17T16:57:37.692153
151377,Arthdal Chronicles,Arthdal Chronicles,71.6,7.3,435,2019-09-01,"[""South Korea""]",[18],"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",,2026-05-17T16:57:37.692321
151378,A Thousand Goodnights,A Thousand Goodnights,149.24,8.6,1562,2019-09-01,"[""Taiwan""]",[18],"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",,2026-05-17T16:57:37.692467
151379,March Comes in Like a Lion,March Comes in Like a Lion,286.37,6.1,5508,2017-09-01,"[""Japan""]",[18],"Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.",,2026-05-17T16:57:37.692911
151380,Bad Blood,Bad Blood,84.77,4.6,8175,2019-09-01,"[""Canada""]",[18],"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",,2026-05-17T16:57:37.693381
151381,Killer Ratings,Killer Ratings,14.25,6.6,2230,2019-09-01,"[""US""]",[18],Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.,,2026-05-17T16:57:37.693641
151382,When They See Us,When They See Us,230.75,5.0,1117,2019-09-01,"[""United States""]",[18],Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,,2026-05-17T16:57:37.693843
151383,Historical Roasts,Historical Roasts,239.2,9.2,3370,2019-09-01,"[""United States""]",[18],"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",,2026-05-17T16:57:37.694007
151384,Hyper HardBoiled Gourmet Report,Hyper HardBoiled Gourmet Report,147.27,6.1,1568,2017-09-01,"[""US""]",[18],"To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.",,2026-05-17T16:57:37.694186
151385,She's Gotta Have It,She's Gotta Have It,144.45,7.9,8622,2018-09-01,"[""United States""]",[18],Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,,2026-05-17T16:57:37.694359
151386,WHAT / IF,WHAT / IF,47.29,8.3,7942,2019-09-01,"[""United States""]",[18],"Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.",,2026-05-17T16:57:37.694511
151387,Prince of Peoria,Prince of Peoria,25.25,5.2,941,2019-09-01,"[""United States""]",[18],A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,,2026-05-17T16:57:37.694828
151388,Rosario Tijeras,Rosario Tijeras,30.8,6.2,2803,2018-09-01,"[""Mexico""]",[18],Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,,2026-05-17T16:57:37.694986
151389,1994,1994,108.74,6.6,3879,2019-09-01,"[""Mexico""]",[18],"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.",,2026-05-17T16:57:37.695147
151390,It's Bruno!,It's Bruno!,74.38,6.7,3136,2019-09-01,"[""United States""]",[18],"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.",,2026-05-17T16:57:37.695292
151391,White Gold,White Gold,20.71,9.4,1471,2019-09-01,"[""United Kingdom""]",[18],"In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window.",,2026-05-17T16:57:37.695428
151392,Dennis and Gnasher Unleashed,Dennis and Gnasher Unleashed,122.41,4.5,1210,2017-09-01,"[""United Kingdom""]",[18],"Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown.",,2026-05-17T16:57:37.695592
151393,"Heidi, bienvenida a casa","Heidi, bienvenida a casa",87.11,7.8,2042,2017-09-01,"[""Argentina""]",[18],"Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city.",,2026-05-17T16:57:37.695739
151394,I Hear You,I Hear You,129.02,5.0,3762,2019-09-01,"[""US""]",[18],"Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show.",,2026-05-17T16:57:37.695872
151395,Revisions,Revisions,193.66,5.5,2288,2018-09-01,"[""Japan""]",[18],"When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.",,2026-05-17T16:57:37.696002
151396,The Defected,The Defected,291.44,7.7,3949,2019-09-01,"[""China""]",[18],"After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.",,2026-05-17T16:57:37.696151
151397,Easy,Easy,193.5,6.5,7615,2019-09-01,"[""United States""]",[18],"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture.",,2026-05-17T16:57:37.696296
151398,Jailbirds,Jailbirds,54.85,9.0,4223,2019-09-01,"[""US""]",[10764],"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside.",,2026-05-17T16:57:37.696426
151399,The Mechanism,The Mechanism,134.92,4.7,7704,2019-09-01,"[""Brazil""]",[18],A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.,,2026-05-17T16:57:37.696593
151400,The Princess Weiyoung,The Princess Weiyoung,277.8,6.3,1912,2016-09-01,"[""China""]",[18],A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,,2026-05-17T16:57:37.696939
151401,The Society,The Society,368.04,7.1,6251,2019-09-01,"[""United States""]",[18],"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",,2026-05-17T16:57:37.697133
151402,Away From Home,Away From Home,142.84,4.8,3587,2015-09-01,"[""US""]",[18],A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.,,2026-05-17T16:57:37.697257
151403,Bibik-Bibikku,Bibik-Bibikku,191.72,9.3,7953,2016-09-01,"[""US""]",[18],"When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results.",,2026-05-17T16:57:37.697372
151404,Cinta 100KG,Cinta 100KG,187.22,5.0,3114,2016-09-01,"[""US""]",[18],"Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals.",,2026-05-17T16:57:37.697490
151405,Cinta Iris,Cinta Iris,26.78,8.4,5569,2015-09-01,"[""US""]",[18],"Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life.",,2026-05-17T16:57:37.697644
151406,Cinta Si Wedding Planner,Cinta Si Wedding Planner,31.94,8.0,4582,2015-09-01,"[""US""]",[18],A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.,,2026-05-17T16:57:37.697812
151407,Cinta Teruna Kimchi,Cinta Teruna Kimchi,252.9,6.4,2133,2016-09-01,"[""US""]",[18],"When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self.",,2026-05-17T16:57:37.697942
151408,Secret of Success,Secret of Success,97.55,9.9,4010,2015-09-01,"[""US""]",[18],An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.,,2026-05-17T16:57:37.698061
151409,The Missing Menu,The Missing Menu,593.58,5.4,788,2016-09-01,"[""US""]",[18],A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.,,2026-05-17T16:57:37.698207
151410,Unchained Fate,Unchained Fate,206.04,5.3,7146,2016-09-01,"[""US""]",[18],"A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more.",,2026-05-17T16:57:37.698343
151411,Abyss,Abyss,46.08,6.5,6503,2019-09-01,"[""South Korea""]",[18],"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",,2026-05-17T16:57:37.698592
151412,I Have a Script,I Have a Script,346.87,5.7,2018,2019-09-01,"[""US""]",[18],"After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.",,2026-05-17T16:57:37.698747
151413,In the Bosom of a Thorn,In the Bosom of a Thorn,218.56,7.2,6135,2019-09-01,"[""Kuwait""]",[18],"After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later.",,2026-05-17T16:57:37.698879
151414,The Writer,The Writer,228.24,5.6,1337,2019-09-01,"[""Lebanon""]",[18],"When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.",,2026-05-17T16:57:37.698999
151415,What If?,What If?,415.19,8.7,3646,2019-09-01,"[""US""]",[18],"Four individuals at a crossroads in life are given the chance to take both paths, and decide which road is best for them.",,2026-05-17T16:57:37.699141
151416,Crime Diaries: Night Out,Crime Diaries: Night Out,115.82,7.8,8295,2019-09-01,"[""Mexico""]",[18],"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.",,2026-05-17T16:57:37.699272
151417,Cupcake & Dino - General Services,Cupcake & Dino - General Services,29.0,6.2,1878,2019-09-01,"[""Canada""]",[18],An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.,,2026-05-17T16:57:37.699403
151418,Flinch,Flinch,93.4,5.0,6561,2019-09-01,"[""United Kingdom""]",[10764],"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",,2026-05-17T16:57:37.699528
151419,Tuca & Bertie,Tuca & Bertie,101.81,6.3,1698,2019-09-01,"[""United States""]",[18],Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.,,2026-05-17T16:57:37.699971
151420,Code Geass: Lelouch of the Rebellion,Code Geass: Lelouch of the Rebellion,77.22,6.3,5866,2008-09-01,"[""Japan""]",[18],A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.,,2026-05-17T16:57:37.700207
151421,Angel 'N' Devil,Angel 'N' Devil,41.14,6.3,3875,2014-09-01,"[""Taiwan""]",[18],"In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons.",,2026-05-17T16:57:37.700623
151422,Hong Kong West Side Stories,Hong Kong West Side Stories,202.57,7.3,3539,2018-09-01,"[""Hong Kong""]",[18],"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",,2026-05-17T16:57:37.700854
151423,Ingress: The Animation,Ingress: The Animation,109.79,6.0,2158,2018-09-01,"[""Japan""]",[18],"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",,2026-05-17T16:57:37.701023
151424,K.O. One Re-act,K.O. One Re-act,139.82,8.9,3881,2013-09-01,"[""US""]",[18],"As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.",,2026-05-17T16:57:37.701243
151425,K.O.3an Guo,K.O.3an Guo,321.37,8.8,542,2009-09-01,"[""Taiwan""]",[18],"In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan.",,2026-05-17T16:57:37.701412
151426,KO One Return,KO One Return,148.61,6.2,3616,2012-09-01,"[""US""]",[18],"A time quake propels Wang Dadong into the future, where he encounters a classmate named King who presides over the KO One.",,2026-05-17T16:57:37.701603
151427,The Outsiders,The Outsiders,31.3,6.9,207,2004-09-01,"[""Taiwan""]",[18],A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,,2026-05-17T16:57:37.701822
151428,Ash vs. Evil Dead,Ash vs. Evil Dead,171.02,6.2,1023,2018-09-01,"[""United States""]",[18],"Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch.",,2026-05-17T16:57:37.701968
151429,Señora Acero,Señora Acero,239.52,8.2,4888,2018-09-01,"[""Mexico""]",[18],"When her drug-trafficking husband dies, an unassuming woman stakes her own claim in the business in order to care for her gravely ill son.",,2026-05-17T16:57:37.702125
151430,Chambers,Chambers,42.91,7.5,4415,2019-09-01,"[""United States""]",[18],"Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.",,2026-05-17T16:57:37.702272
151431,Street Food,Street Food,271.55,8.0,530,2019-09-01,"[""United States""]",[18],Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,,2026-05-17T16:57:37.702407
151432,The Hateful Eight: Extended Version,The Hateful Eight: Extended Version,58.47,6.1,3024,2015-09-01,"[""US""]",[18],"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",,2026-05-17T16:57:37.702527
151433,KO One,KO One,122.71,7.5,1490,2005-09-01,"[""Taiwan""]",[18],"Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance.",,2026-05-17T16:57:37.702910
151434,Lunatics,Lunatics,35.79,5.5,489,2019-09-01,"[""Australia""]",[18],This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,,2026-05-17T16:57:37.703081
151435,My Dear Boy,My Dear Boy,128.66,4.6,878,2017-09-01,"[""Taiwan""]",[18],"Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love.",,2026-05-17T16:57:37.703239
151436,Rilakkuma and Kaoru,Rilakkuma and Kaoru,102.08,5.4,5760,2019-09-01,"[""Japan""]",[18],"Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.",,2026-05-17T16:57:37.703381
151437,Samantha!,Samantha!,99.35,6.6,784,2019-09-01,"[""Brazil""]",[18],"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",,2026-05-17T16:57:37.703515
151438,Crazy Ex-Girlfriend,Crazy Ex-Girlfriend,99.79,7.7,4465,2019-09-01,"[""United States""]",[18],"Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back.",,2026-05-17T16:57:37.703717
151439,Huge in France,Huge in France,198.33,5.4,3980,2019-09-01,"[""United States""]",[18],"Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind.",,2026-05-17T16:57:37.703867
151440,New Girl,New Girl,316.21,6.9,4039,2018-09-01,"[""United States""]",[18],"Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world.",,2026-05-17T16:57:37.703998
151441,Persona,Persona,56.84,7.1,2596,2019-09-01,"[""South Korea""]",[18],An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,,2026-05-17T16:57:37.704143
151442,You vs. Wild,You vs. Wild,210.85,8.4,9249,2019-09-01,"[""United States""]",[10764],"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",,2026-05-17T16:57:37.704279
151443,Time: The Kalief Browder Story,Time: The Kalief Browder Story,76.83,5.9,4614,2017-09-01,"[""United States""]",[18],"This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.",,2026-05-17T16:57:37.704405
151444,Derek,Derek,47.87,7.2,7257,2015-09-01,"[""United Kingdom""]",[18],Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.,,2026-05-17T16:57:37.704527
151445,Imposters,Imposters,12.33,5.3,1363,2017-09-01,"[""United States""]",[18],"Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.",,2026-05-17T16:57:37.704693
151446,Our Planet,Our Planet,81.35,5.1,3244,2019-09-01,"[""United States""]",[18],Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,,2026-05-17T16:57:37.704928
151447,Quicksand,Quicksand,135.8,7.1,4889,2019-09-01,"[""Sweden""]",[18],"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",,2026-05-17T16:57:37.705091
151448,Rimba Racer,Rimba Racer,90.47,8.8,5743,2017-09-01,"[""Malaysia""]",[18],"In this animated action series, a rookie driver seeks glory in a world-class auto race, but he’ll need more than just his talent behind the wheel.",,2026-05-17T16:57:37.705224
151449,Roman Empire: Reign of Blood,Roman Empire: Reign of Blood,295.74,7.0,4368,2019-09-01,"[""Canada""]",[18],"This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",,2026-05-17T16:57:37.705799
151450,Spirit: Riding Free,Spirit: Riding Free,125.99,7.3,48,2019-09-01,"[""United States""]",[18],"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",,2026-05-17T16:57:37.706431
151451,Tijuana,Tijuana,40.87,4.0,3464,2019-09-01,"[""Mexico""]",[18],"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",,2026-05-17T16:57:37.706693
151452,Possessed,Possessed,392.75,5.0,9833,2019-09-01,"[""South Korea""]",[18],A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.,,2026-05-17T16:57:37.706882
151453,Tango,Tango,167.58,4.2,2818,2018-09-01,"[""Lebanon""]",[18],Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,,2026-05-17T16:57:37.707039
151454,Kicko & Super Speedo,Kicko & Super Speedo,260.96,6.7,905,2018-09-01,"[""US""]",[18],This high-energy animated series follows a gutsy kid and his trusty race-car pal as they save their city from bad guys and their scary vehicles.,,2026-05-17T16:57:37.707719
151455,"That Winter, the Wind Blows","That Winter, the Wind Blows",422.69,4.8,338,2013-09-01,"[""South Korea""]",[18],"Seeing the chance to enrich himself by deceiving a blind heiress, clever con man Oh Soo just does what comes naturally – but his plans soon change.",,2026-05-17T16:57:37.707916
151456,Ultraman,Ultraman,245.38,5.6,2981,2019-09-01,"[""United States""]",[18],"Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.",,2026-05-17T16:57:37.708087
151457,Pablo,Pablo,172.69,5.6,1989,2017-09-01,"[""United Kingdom""]",[18],"Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations.",,2026-05-17T16:57:37.708242
151458,Osmosis,Osmosis,41.25,6.8,6454,2019-09-01,"[""France""]",[18],"In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises.",,2026-05-17T16:57:37.708380
151459,Santa Clarita Diet,Santa Clarita Diet,38.63,6.1,6964,2019-09-01,"[""United States""]",[18],They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,,2026-05-17T16:57:37.708575
151460,The Terminal,The Terminal,40.89,4.0,804,2018-09-01,"[""US""]",[18],"Social pressure, a complicated past and a clash of values beset the life of a businessman and his family.",,2026-05-17T16:57:37.708839
151461,Traitors,Traitors,83.95,5.3,3931,2019-09-01,"[""United Kingdom""]",[18],"As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government.",,2026-05-17T16:57:37.709014
151462,Versailles,Versailles,272.36,7.4,386,2018-09-01,"[""France""]",[18],King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.,,2026-05-17T16:57:37.709203
151463,Ainori Love Wagon: Asian Journey,Ainori Love Wagon: Asian Journey,167.02,5.6,4326,2018-09-01,"[""Japan""]",[10764],"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",,2026-05-17T16:57:37.709376
151464,The Eagle of El-Se'eed,The Eagle of El-Se'eed,451.79,5.6,1791,2018-09-01,"[""US""]",[18],"A police officer and a drug lord become embroiled in a cycle of revenge, each man bent on taking the other down.",,2026-05-17T16:57:37.709529
151465,Charlie's Colorforms City,Charlie's Colorforms City,269.42,6.4,3088,2019-09-01,"[""United States""]",[18],"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West – and right at home.",,2026-05-17T16:57:37.710050
151466,Crime Diaries: The Candidate,Crime Diaries: The Candidate,76.09,5.6,3469,2019-09-01,"[""Mexico""]",[18],"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events.",,2026-05-17T16:57:37.710267
151467,Delhi Crime,Delhi Crime,105.1,6.8,5091,2019-09-01,"[""India""]",[18],"As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case.",,2026-05-17T16:57:37.710423
151468,The 10 Sins,The 10 Sins,73.19,7.3,2425,2018-09-01,"[""US""]",[18],"In this social drama of sin and remorse, a man reels at the discovery that his wife has been unfaithful, and gives her an ultimatum.",,2026-05-17T16:57:37.710597
151469,The OA,The OA,200.79,6.7,9802,2019-09-01,"[""United States""]",[18],"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission.",,2026-05-17T16:57:37.710928
151470,Bo on the Go!,Bo on the Go!,27.27,7.1,4081,2007-09-01,"[""Canada""]",[18],"Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement.",,2026-05-17T16:57:37.711158
151471,Stay Tuned!,Stay Tuned!,60.18,5.9,2480,2019-09-01,"[""Japan""]",[18],"She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways.",,2026-05-17T16:57:37.711348
151472,February 9,February 9,50.01,6.0,6802,2018-09-01,"[""US""]",[18],"As a psychology professor faces Alzheimer's, his daughter and her three close female friends experience romance, marriage, heartbreak and tragedy.",,2026-05-17T16:57:37.711500
151473,My Husband Won't Fit,My Husband Won't Fit,127.69,6.9,2689,2019-09-01,"[""Japan""]",[18],"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",,2026-05-17T16:57:37.711997
151474,Green Door,Green Door,185.9,5.0,7427,2019-09-01,"[""Taiwan""]",[18],"A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past.",,2026-05-17T16:57:37.712238
151475,If I Hadn't Met You,If I Hadn't Met You,256.8,6.7,2096,2018-09-01,"[""Spain""]",[18],"Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",,2026-05-17T16:57:37.712412
151476,My Pride,My Pride,312.19,7.1,1397,2018-09-01,"[""US""]",[18],"After their mother's death, Amal and her brothers struggle to live with their authoritarian father, whose cruelty and neglect break the family apart.",,2026-05-17T16:57:37.712604
